"Fusion Gene","Tumor Morphology","Tumor Location","Count"
"PRKAA1::UBLCP1","Acute myeloblastic leukemia without maturation (FAB type M1)","","1"
"PRKAA1::TTC33","Nonneoplastic hematologic disorder/lesion","Lymph node","1"
"PRKAA1::TTC33","Nonneoplastic hematologic disorder/lesion","","1"
"PRKAA1::TTC33","Nonneoplastic epithelial disorder/lesion","Thyroid","1"
"PRKAA1::TTC33","Nonneoplastic epithelial disorder/lesion","Testis","1"
"PRKAA1::TTC33","Nonneoplastic epithelial disorder/lesion","Salivary gland","1"
"PRKAA1::TTC33","Nonneoplastic epithelial disorder/lesion","Gallbladder/Biliary system","1"
"PRKAA1::TTC33","Nonneoplastic epithelial disorder/lesion","Bladder","1"
"PRKAA1::TBC1D5","Adenocarcinoma","Lung","1"
"PRKAA1::RPL37","Adenocarcinoma","Breast","1"
"PRKAA1::PTPN22","Adenocarcinoma","Large intestine","1"
"PRIM2::NKAIN2","Squamous cell carcinoma","Lung","1"
"PRIM2::MAD2L1BP","Adenocarcinoma","Breast","1"
"PRIM2::COL22A1","Adenocarcinoma","Stomach","1"
"PRIM2::COL21A1","Adenocarcinoma","Breast","1"
"PRIM1::USP9X","Adenocarcinoma","Prostate","1"
"PRIM1::NACA","Chronic myeloid leukemia, t(9;22)","","1"
"PRICKLE2::ADAMTS9","Malignant melanoma","Skin","1"
"PRICKLE1::LRIG3","Mesenchymal tumor, NOS","Unknown site","1"
"PREX2::FAM110B","Adenocarcinoma","Prostate","1"
"PREX2::C8ORF34","Adenocarcinoma","Liver","1"
"PREX1::STAU1","Germ cell tumor, NOS","Testis","1"
"PREX1::MFN1","Adenocarcinoma","Breast","1"
"PREX1::KCNB1","Malignant epithelial tumor, special type","Uterus, corpus","1"
"PREP::TPCN2","Adenocarcinoma","Breast","1"
"PREP::SIM1","Squamous cell carcinoma","Lung","1"
"PREP::QRSL1","Adenocarcinoma","Breast","1"
"PREP::PTPRK","Squamous cell carcinoma","Unknown site","1"
"PREP::PTPRK","Squamous cell carcinoma","Nasopharynx","1"
"PREP::POPDC3","Squamous cell carcinoma","Lung","1"
"PREP::ATG5","Adenocarcinoma","Lung","1"
"PREP::ARMC2","Adenocarcinoma","Breast","1"
"PRELID3B::TRAPPC10","Adenocarcinoma","Lung","1"
"PRELID2::PAIP1","Malignant melanoma","Skin","1"
"PRELID2::MEGF10","Squamous cell carcinoma","Lung","1"
"PRELID2::MAPK9","Neuroblastoma","Adrenal","1"
"PRDX6::DARS2","Malignant epithelial tumor, special type","Uterus, corpus","1"
"PRDX6::CLCN3","Squamous cell carcinoma","Uterus, cervix","1"
"PRDX5::LGR5","Transitional cell carcinoma","Bladder","1"
"PRDX1::TMEM53","Adenocarcinoma","Breast","1"
"PRDX1::NTRK1","Melanocytic neoplasm, special type","Skin","1"
"PRDX1::DDX27","Squamous cell carcinoma","Lung","1"
"PRDX1::AKR1A1","Adenocarcinoma","Breast","1"
"PRDM2::LRRC38","Miscellaneous hematopoietic/lymphoid neoplasm, special type","","1"
"PRDM2::LRRC38","Benign epithelial tumor, special type","Thyroid","1"
"PRDM2::FBLIM1","Adenocarcinoma","Liver","1"
"PRDM11::ACCS","Adenocarcinoma","Breast","1"
"PRDM10::NT5E","Adenocarcinoma","Liver","1"
"PRCP::RAB30","Adenocarcinoma","Prostate","1"
"PRCP::NDC80","Multiple myeloma","","1"
"PRCP::FCHSD2","Malignant melanoma","Skin","1"
"PRCP::DLG2","Adenocarcinoma","Breast","1"
"PRCP::CTDSPL","Undifferentiated carcinoma, small cell","Lung","1"
"PRCC::TFE3","Vascular and perivascular tumor, special type","Soft tissue","1"
"PRCC::TFE3","Alveolar soft part sarcoma","Soft tissue","1"
"PRCC::RHBG","Transitional cell carcinoma","Bladder","1"
"PRCC::MITF","Adenocarcinoma","Kidney","1"
"PRC1::KIF7","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"PRAME::HDLBP","Malignant melanoma","Skin","1"
"PPWD1::NLN","Adenocarcinoma","Lung","1"
"PPTC7::IGF1","Adenocarcinoma","Ovary","1"
"PPTC7::HVCN1","Adenocarcinoma","Breast","1"
"PPTC7::GPN3","Squamous cell carcinoma","Uterus, cervix","1"
"PPTC7::GPN3","Adenocarcinoma","Ovary","1"
"PPTC7::ARPC3","Adenocarcinoma","Lung","1"
"PPT1::HIVEP3","Malignant epithelial tumor, special type","Uterus, corpus","1"
"PPT1::BCL2L1","Undifferentiated carcinoma, small cell","Lung","1"
"PPRC1::NOLC1","Nonneoplastic epithelial disorder/lesion","Lung","1"
"PPP6R3::TOP6BL","Squamous cell carcinoma","Uterus, cervix","1"
"PPP6R3::TESMIN","Adenocarcinoma","Breast","1"
"PPP6R3::SLC3A2","Adenocarcinoma","Uterus, corpus","1"
"PPP6R3::SHANK2","Transitional cell carcinoma","Bladder","1"
"PPP6R3::RACK1","Adenocarcinoma","Ovary","1"
"PPP6R3::MARK2","Adenocarcinoma","Stomach","1"
"PPP6R3::LRP5","Squamous cell carcinoma","Lung","1"
"PPP6R3::LRP5","Adenocarcinoma","Uterus, corpus","1"
"PPP6R3::INTS4","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"PPP6R3::GAL","Malignant epithelial tumor, special type","Uterus, corpus","1"
"PPP6R3::EIF4G3","Malignant melanoma","Skin","1"
"PPP6R3::DPP3","Germ cell tumor, NOS","Testis","1"
"PPP6R3::CNTN5","Squamous cell carcinoma","Lung","1"
"PPP6R3::ATP6V0D2","Mesenchymal tumor, NOS","Unknown site","1"
"PPP6R3::APLP2","Adenocarcinoma","Gallbladder/Biliary system","1"
"PPP6R2::SIM2","Acute myeloblastic leukemia with maturation (FAB type M2)","","1"
"PPP6R2::SELENOO","Transitional cell carcinoma","Bladder","1"
"PPP6R2::SCO2","Mature B-cell neoplasm, NOS","","1"
"PPP6R2::SAMM50","Benign epithelial tumor, special type","Thyroid","1"
"PPP6R2::MPV17","Adenocarcinoma","Uterus, corpus","1"
"PPP6R2::GRK3","Astrocytoma, grade I-II","Brain","1"
"PPP6R2::AURKC","Mesenchymal tumor, NOS","Unknown site","1"
"PPP6R1::DPRX","Adenocarcinoma","Breast","1"
"PPP6C::DENND1A","Malignant melanoma","Skin","1"
"PPP5C::HIF3A","Squamous cell carcinoma","Uterus, cervix","1"
"PPP5C::GADD45GIP1","Squamous cell carcinoma","Uterus, cervix","1"
"PPP5C::DYNC1I2","Adenocarcinoma","Breast","1"
"PPP4R4::UNC79","Adenocarcinoma","Ovary","1"
"PPP4R3B::PNPT1","Adenocarcinoma","Liver","1"
"PPP4R3B::KYNU","Mesenchymal tumor, NOS","Unknown site","1"
"PPP4R3B::IL18RAP","Astrocytoma, grade I-II","Brain","1"
"PPP4R3B::GRM3","Squamous cell carcinoma","Lung","1"
"PPP4R3B::EFEMP1","Adenocarcinoma","Large intestine","1"
"PPP4R3A::IGH","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"PPP4R3A::HEATR3","Undifferentiated carcinoma, small cell","Lung","1"
"PPP4R3A::FBLN5","Adenocarcinoma","Lung","1"
"PPP4R3A::CCDC88C","Adenocarcinoma","Stomach","1"
"PPP4R2::KIDINS220","Adenocarcinoma","Oesophagus","1"
"PPP4R2::FOXP1","Adenocarcinoma","Breast","1"
"PPP4R2::FBXW7","Mesenchymal tumor, NOS","Unknown site","1"
"PPP4R2::AHRR","Adenocarcinoma","Ovary","1"
"PPP4R1::NUP93","Mesenchymal tumor, NOS","Unknown site","1"
"PPP4R1::MTCL1","Adenocarcinoma","Lung","1"
"PPP4R1::CDH7","Adenocarcinoma","Lung","1"
"PPP4R1::CCNB3","Adenocarcinoma","Breast","1"
"PPP4C::MVP","Germ cell tumor, NOS","Testis","1"
"PPP3R1::WDPCP","Adenocarcinoma","Prostate","1"
"PPP3R1::DNAAF10","Adenocarcinoma","Adrenal","1"
"PPP3CC::XPO7","Adenocarcinoma","Stomach","1"
"PPP3CC::SLC39A14","Adenocarcinoma","Ovary","1"
"PPP3CC::PIWIL2","Squamous cell carcinoma","Oral cavity","1"
"PPP3CC::PIWIL2","Squamous cell carcinoma","Nasopharynx","1"
"PPP3CC::PIWIL2","Mesothelioma","Lung","1"
"PPP3CC::PIWIL2","Adenocarcinoma","Stomach","1"
"PPP3CC::PIWIL2","Adenocarcinoma","Ovary","1"
"PPP3CC::GPR141","Adenocarcinoma","Prostate","1"
"PPP3CB::USP54","Adenocarcinoma","Oesophagus","1"
"PPP3CB::CAMK2G","Adenocarcinoma","Breast","1"
"PPP3CA::RASGEF1B","Adenocarcinoma","Lung","1"
"PPP3CA::MAK","Adenocarcinoma","Prostate","1"
"PPP3CA::HMGXB3","Mesenchymal tumor, NOS","Unknown site","1"
"PPP3CA::FSTL5","Multiple myeloma","","1"
"PPP3CA::BRD2","Adenocarcinoma","Prostate","1"
"PPP3CA::BPNT1","Adenocarcinoma","Ovary","1"
"PPP2R5E::XRCC3","Adenocarcinoma","Adrenal","1"
"PPP2R5E::STRN3","Adenocarcinoma","Large intestine","1"
"PPP2R5E::MBIP","Adenocarcinoma","Liver","1"
"PPP2R5E::C14orf39","Adenocarcinoma","Liver","1"
"PPP2R5E::C14ORF39","Adenocarcinoma","Liver","1"
"PPP2R5D::MEP1A","Adenocarcinoma","Pancreas","1"
"PPP2R5D::BICRAL","Squamous cell carcinoma","Lung","1"
"PPP2R5D::BICRAL","Adenocarcinoma","Large intestine","1"
"PPP2R5C::UPF2","Adenocarcinoma","Breast","1"
"PPP2R5C::SLC38A6","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"PPP2R5B::MAJIN","Adenocarcinoma","Uterus, corpus","1"
"PPP2R5A::CHRM3","Adenocarcinoma","Prostate","1"
"PPP2R3C::SPTSSA","Astrocytoma, grade I-II","Brain","1"
"PPP2R3A::TOPBP1","Adenocarcinoma","Breast","1"
"PPP2R3A::PCCB","Adenocarcinoma","Breast","1"
"PPP2R2B::DPYSL3","Astrocytoma, grade I-II","Brain","1"
"PPP2R2A::SMIM19","Mesenchymal tumor, NOS","Unknown site","1"
"PPP2R2A::PRKD1","Adenocarcinoma","Salivary gland","1"
"PPP2R2A::PLAG1","Lipoblastoma","Soft tissue","1"
"PPP2R2A::MATR3","Adenocarcinoma","Oesophagus","1"
"PPP2R2A::EIF3H","Malignant melanoma","Skin","1"
"PPP2R2A::DPYSL2","Adenocarcinoma","Oesophagus","1"
"PPP2R2A::DPYSL2","Adenocarcinoma","Kidney","1"
"PPP2R2A::DHTKD1","Adenocarcinoma","Ovary","1"
"PPP2R2A::CSN2","Adenocarcinoma","Ovary","1"
"PPP2R2A::CHEK2","Teratoma (mature and immature)","Intrathoracal","1"
"PPP2R2A::APP","Adenocarcinoma","Breast","1"
"PPP2R1B::SIK3","Acute monoblastic leukemia (FAB type M5)","","1"
"PPP2R1B::NNMT","Malignant melanoma","Skin","1"
"PPP2R1B::KMT2A","Atypical lipomatous tumor/atypical lipoma/well-differentiated liposarcoma","Soft tissue","1"
"PPP2R1B::IDH2","Astrocytoma, grade I-II","Brain","1"
"PPP2R1A::ZNF665","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"PPP2R1A::ZNF610","Adenocarcinoma","Uterus, corpus","1"
"PPP2R1A::TGFB1","Adenocarcinoma","Lung","1"
"PPP2R1A::SMIM17","Squamous cell carcinoma","Uterus, cervix","1"
"PPP2CB::PURG","Adenocarcinoma","Ovary","1"
"PPP2CB::MYOC","Transitional cell carcinoma","Bladder","1"
"PPP2CA::VDAC1","Adenocarcinoma","Large intestine","1"
"PPP2CA::PMPCA","Adenocarcinoma","Stomach","1"
"PPP2CA::CDKL3","Adenocarcinoma","Breast","1"
"PPP2CA::C5ORF15","Adenocarcinoma","Large intestine","1"
"PPP1R9B::COL1A1","Squamous cell carcinoma","Nasopharynx","1"
"PPP1R9B::CLTC","Adenocarcinoma","Breast","1"
"PPP1R9A::SUCO","Adenocarcinoma","Breast","1"
"PPP1R9A::FOXO3","Adenocarcinoma","Breast","1"
"PPP1R9A::FBXO16","Adenocarcinoma","Ovary","1"
"PPP1R3G::FAM50B","Squamous cell carcinoma","Lung","1"
"PPP1R37::ZNF383","Mesenchymal tumor, NOS","Unknown site","1"
"PPP1R37::ZNF225","Squamous cell carcinoma","Oral cavity","1"
"PPP1R37::ZNF225","Squamous cell carcinoma","Nasopharynx","1"
"PPP1R37::ZNF224","Squamous cell carcinoma","Oral cavity","1"
"PPP1R37::PPP6R1","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"PPP1R37::NWD1","Adenocarcinoma","Ovary","1"
"PPP1R37::NECTIN2","Adenocarcinoma","Ovary","1"
"PPP1R37::KLC3","Undifferentiated carcinoma, small cell","Lung","1"
"PPP1R37::GEMIN7","Mesenchymal tumor, NOS","Unknown site","1"
"PPP1R37::DAAM2","Adenocarcinoma","Oesophagus","1"
"PPP1R37::CLPTM1","Malignant melanoma","Skin","1"
"PPP1R37::CLASRP","Adenocarcinoma","Ovary","1"
"PPP1R37::BCL3","Adenocarcinoma","Uterus, corpus","1"
"PPP1R37::BCL3","Adenocarcinoma","Prostate","1"
"PPP1R37::APOC4","Malignant epithelial tumor, special type","Uterus, corpus","1"
"PPP1R37::APOC2","Malignant melanoma","Skin","1"
"PPP1R2::GMNC","Squamous cell carcinoma","Nasopharynx","1"
"PPP1R2::CLDN1","Squamous cell carcinoma","Lung","1"
"PPP1R2::APOD","Adenocarcinoma","Adrenal","1"
"PPP1R21::ZBTB20","Adenocarcinoma","Breast","1"
"PPP1R21::GTF2A1L","Squamous cell carcinoma","Nasopharynx","1"
"PPP1R21::ALK","Adenocarcinoma","Thyroid","1"
"PPP1R21::ALK","Adenocarcinoma","Large intestine","1"
"PPP1R1C::EIF2B2","Adenocarcinoma","Stomach","1"
"PPP1R1B::STARD3","Adenocarcinoma","Stomach","1"
"PPP1R1B::STARD3","Adenocarcinoma","Breast","1"
"PPP1R1B::STARD3","Acute myeloid leukemia, NOS","","1"
"PPP1R1B::MIEN1","Adenocarcinoma","Stomach","1"
"PPP1R1B::GRB7","Adenocarcinoma","Uterus, corpus","1"
"PPP1R1B::ERBB2","Carcinoma, NOS","Lung","1"
"PPP1R1B::ANXA1","Adenocarcinoma","Breast","1"
"PPP1R18::TNXB","Mesenchymal tumor, NOS","Unknown site","1"
"PPP1R18::NDUFV1","Adenocarcinoma","Lung","1"
"PPP1R18::FXR2","Osteosarcoma, NOS","Skeleton","1"
"PPP1R16B::TTI1","Adenocarcinoma","Breast","1"
"PPP1R16B::CTNNBL1","Adenocarcinoma","Ovary","1"
"PPP1R16A::SLC52A2","Adenocarcinoma","Uterus, corpus","1"
"PPP1R16A::CLDN4","Adenocarcinoma","Prostate","1"
"PPP1R15B::PIK3C2B","Adenocarcinoma","Ovary","1"
"PPP1R15A::IGL","Multiple myeloma","","1"
"PPP1R15A::IGK","Multiple myeloma","","1"
"PPP1R14C::AKIRIN2","Malignant melanoma","Skin","1"
"PPP1R13L::RAB44","Adenocarcinoma","Stomach","1"
"PPP1R13B::ZP3","Adenocarcinoma","Uterus, corpus","1"
"PPP1R13B::PYM1","Mesenchymal tumor, NOS","Unknown site","1"
"PPP1R13B::PPP1R16A","Adenocarcinoma","Breast","1"
"PPP1R13B::BAG5","Adenocarcinoma","Lung","1"
"PPP1R13B::ATP5MJ","Angiosarcoma","Soft tissue","1"
"PPP1R13B::ATP5MJ","Adenocarcinoma","Breast","1"
"PPP1R12C::ZNF579","Adenocarcinoma","Breast","1"
"PPP1R12C::ZNF233","Adenocarcinoma","Breast","1"
"PPP1R12C::PTPRH","Adenocarcinoma","Stomach","1"
"PPP1R12C::PPP6R1","Adenocarcinoma","Lung","1"
"PPP1R12C::CIC","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"PPP1R12B::TIMM17A","Adenocarcinoma","Breast","1"
"PPP1R12B::RETREG2","Adenocarcinoma","Breast","1"
"PPP1R12B::LRRN2","Adenocarcinoma","Lung","1"
"PPP1R12B::LGR6","Squamous cell carcinoma","Lung","1"
"PPP1R12B::CAMSAP2","Adenocarcinoma","Breast","1"
"PPP1R12A::TPGS2","Squamous cell carcinoma","Nasopharynx","1"
"PPP1R12A::SEPTIN10","Adenocarcinoma","Breast","1"
"PPP1R12A::PTPRQ","Spindle cell/sclerosing rhabdomyosarcoma","Bladder","1"
"PPP1R12A::NDUFAF2","Adenocarcinoma","Breast","1"
"PPP1R12A::METTL25","Mesenchymal tumor, NOS","Unknown site","1"
"PPP1R12A::LIN7A","Alveolar rhabdomyosarcoma","Bladder","1"
"PPP1R12A::DNAH10","Mesenchymal tumor, NOS","Unknown site","1"
"PPP1R10::FOSB","Osteoblastoma","Skeleton","1"
"PPP1CC::KCNC2","Mesenchymal tumor, NOS","Unknown site","1"
"PPP1CB::YPEL5","Chronic lymphocytic leukemia","","1"
"PPP1CB::SSPN","Adenocarcinoma","Ovary","1"
"PPP1CB::PLB1","Adenocarcinoma","Adrenal","1"
"PPP1CB::FOSL2","Adenocarcinoma","Uterus, corpus","1"
"PPP1CB::EIF2B4","Malignant melanoma","Skin","1"
"PPP1CB::CCT5","Adenocarcinoma","Uterus, corpus","1"
"PPP1CB::BABAM2","Adenocarcinoma","Breast","1"
"PPP1CB::BABAM2","Adenocarcinoma","Adrenal","1"
"PPP1CB::ALK","Soft tissue tumor, special type","Soft tissue","1"
"PPP1CB::ALK","Rhabdomyosarcoma, NOS","Soft tissue","1"
"PPP1CB::ALK","Astrocytoma, grade I-II","Brain","1"
