,CanonicalFusionName,Gene1,Gene2,ProfileID,ModelID,TotalReadsSupportingFusion,TotalFusionCoverage,FFPM,SplitReads1,SplitReads2,DiscordantMates,Strand1,Strand2,ReadingFrame
140,BRCA2--N4BP2L2,N4BP2L2 (ENSG00000244754.9),BRCA2 (ENSG00000139618.17),PR-jIbcm8,ACH-000003,4,5,0.06380530907387423,0,1,3,-/-,+/+,.
141,BTRC--WBP1L,BTRC (ENSG00000166167.18),WBP1L (ENSG00000166272.18),PR-jIbcm8,ACH-000003,9,88,0.14356194541621703,0,8,1,+/+,+/-,out-of-frame
142,CABLES1--RBBP8,CABLES1 (ENSG00000134508.13),RBBP8 (.),PR-jIbcm8,ACH-000003,17,159,0.2711725635639655,2,4,11,+/+,./-,out-of-frame
143,DPP3--SLC46A1,DPP3 (ENSG00000254986.7),SLC46A1 (.),PR-jIbcm8,ACH-000003,11,646,0.17546459995315414,4,2,5,+/+,./-,out-of-frame
144,DPP3--SLC46A1,DPP3 (ENSG00000254986.7),SLC46A1 (ENSG00000076351.13),PR-jIbcm8,ACH-000003,13,689,0.20736725449009125,3,3,7,+/+,-/-,out-of-frame
145,EED--PICALM,PICALM (.),EED (ENSG00000074266.22),PR-jIbcm8,ACH-000003,35,2360,0.5582964543963995,2,24,9,./+,+/+,.
146,EWSR1--TICRR,TICRR (ENSG00000140534.14),EWSR1 (ENSG00000182944.18),PR-jIbcm8,ACH-000003,3,3643,0.047853981805405676,1,2,0,+/+,+/+,in-frame
147,FEZ1--LRBA,FEZ1 (ENSG00000149557.14),LRBA (ENSG00000198589.14),PR-jIbcm8,ACH-000003,2,46,0.031902654536937115,0,2,0,-/-,-/+,.
148,GUCA2B--PACC1,PACC1 (ENSG00000065600.13),GUCA2B (ENSG00000044012.4),PR-jIbcm8,ACH-000003,4,142,0.06380530907387423,1,2,1,-/-,+/+,in-frame
149,HBS1L--RP1-287H17.1,HBS1L (ENSG00000112339.15),RP1-287H17.1 (.),PR-jIbcm8,ACH-000003,46,484,0.7337610543495536,10,14,22,-/-,./-,out-of-frame
150,KDM1A--PRAMEF10,KDM1A (ENSG00000004487.17),PRAMEF10 (.),PR-jIbcm8,ACH-000003,5,357,0.0797566363423428,1,0,4,+/+,./-,out-of-frame
151,KDM1A--PRAMEF7,KDM1A (ENSG00000004487.17),PRAMEF7 (ENSG00000204510.5),PR-jIbcm8,ACH-000003,9,354,0.14356194541621703,4,1,4,+/+,+/-,out-of-frame
152,LINC01591--RP11-1057B8.2,RP11-1057B8.2 (ENSG00000251218.1),LINC01591 (ENSG00000254083.6),PR-jIbcm8,ACH-000003,17,61,0.2711725635639655,2,3,12,+/+,+/+,.
153,LINGO2--TLE1,TLE1 (ENSG00000196781.16),LINGO2 (ENSG00000174482.10),PR-jIbcm8,ACH-000003,7,151,0.11165929087927991,2,1,4,-/-,-/+,out-of-frame
154,MMP15--TEPP,MMP15 (ENSG00000102996.5),TEPP (.),PR-jIbcm8,ACH-000003,21,21,0.33497787263783974,5,7,9,+/+,./+,stop-codon
155,MYCT1--SYNE1,SYNE1 (.),MYCT1 (ENSG00000120279.6),PR-jIbcm8,ACH-000003,14,64,0.22331858175855981,6,1,7,./+,+/+,.
156,MYLK--PTMAP5,PTMAP5 (.),MYLK (ENSG00000065534.19),PR-jIbcm8,ACH-000003,2,18,0.031902654536937115,1,1,0,./-,-/-,.
157,MYLK--SVEP1,SVEP1 (ENSG00000165124.18),MYLK (ENSG00000065534.19),PR-jIbcm8,ACH-000003,4,31,0.06380530907387423,0,4,0,-/-,-/-,.
158,NXN--RP11-663N22.2,NXN (ENSG00000167693.17),RP11-663N22.2 (ENSG00000285822.1),PR-jIbcm8,ACH-000003,21,90,0.33497787263783974,4,1,16,-/-,+/-,stop-codon
159,NXN--VN1R71P,NXN (ENSG00000167693.17),VN1R71P (.),PR-jIbcm8,ACH-000003,7,417,0.11165929087927991,0,4,3,-/-,./-,out-of-frame
160,OTUD7A--RP11-736I24.5,RP11-736I24.5 (ENSG00000284906.2),OTUD7A (ENSG00000169918.10),PR-jIbcm8,ACH-000003,3,67,0.047853981805405676,1,0,2,+/+,-/-,.
161,PEX14--PTPN14,PEX14 (ENSG00000142655.13),PTPN14 (ENSG00000152104.12),PR-jIbcm8,ACH-000003,30,414,0.47853981805405676,5,23,2,+/+,-/-,in-frame
162,PEX14--RP11-176D17.3,PEX14 (ENSG00000142655.13),RP11-176D17.3 (ENSG00000228470.1),PR-jIbcm8,ACH-000003,11,333,0.17546459995315414,1,10,0,+/+,-/-,out-of-frame
163,PPT1--PPT1,PPT1 (.),PPT1 (ENSG00000131238.18),PR-jIbcm8,ACH-000003,18,1495,0.28712389083243406,3,8,7,./-,-/-,.
164,RP11-1145L24.1--RP11-424M21.1,RP11-1145L24.1 (ENSG00000253784.1),RP11-424M21.1 (ENSG00000249184.2),PR-jIbcm8,ACH-000003,4,8,0.06380530907387423,0,4,0,-/-,+/-,.
165,RP11-4O1.2--RP11-4O1.2,RP11-4O1.2 (ENSG00000259953.2),RP11-4O1.2 (.),PR-jIbcm8,ACH-000003,2,85,0.031902654536937115,0,1,1,-/-,./-,.
166,RP5-1059H15.1--XCL1,XCL1 (ENSG00000143184.5),RP5-1059H15.1 (.),PR-jIbcm8,ACH-000003,4,223,0.06380530907387423,0,1,3,+/+,./-,out-of-frame
167,RP5-1059H15.1--XCL1,XCL1 (ENSG00000143184.5),RP5-1059H15.1 (ENSG00000227722.2),PR-jIbcm8,ACH-000003,8,230,0.12761061814774846,0,5,3,+/+,+/-,out-of-frame
168,ZNF14--ZNF506,ZNF14 (ENSG00000105708.9),ZNF506 (ENSG00000081665.14),PR-jIbcm8,ACH-000003,4,86,0.06380530907387423,2,0,2,-/-,-/-,in-frame
169,ZNF14--ZNF56,ZNF14 (ENSG00000105708.9),ZNF56 (ENSG00000267419.2),PR-jIbcm8,ACH-000003,5,45,0.0797566363423428,1,1,3,-/-,+/-,out-of-frame
170,AC016629.3--PRMT2,AC016629.3 (ENSG00000269600.2),PRMT2 (.),PR-pEZmVx,ACH-000004,3,959,0.04737769511177156,3,0,0,-/-,./-,.
171,ACIN1--ACIN1,ACIN1 (ENSG00000100813.15),ACIN1 (ENSG00000100813.15),PR-pEZmVx,ACH-000004,112,850,1.768767284172805,38,74,0,-/-,-/-,in-frame
172,ACP3--CPNE4,CPNE4 (.),ACP3 (ENSG00000014257.16),PR-pEZmVx,ACH-000004,10,118,0.1579256503725719,6,1,3,./+,+/+,.
173,ACSBG2--TRPC4AP,TRPC4AP (ENSG00000100991.12),ACSBG2 (ENSG00000130377.14),PR-pEZmVx,ACH-000004,270,1312,4.263992560059441,64,103,103,-/-,+/+,in-frame
174,ACSBG2--TRPC4AP,TRPC4AP (ENSG00000100991.12),ACSBG2 (ENSG00000130377.14),PR-pEZmVx,ACH-000004,194,2857,3.0637576172278944,42,86,66,-/-,+/+,out-of-frame
175,AGAP9--FRMPD2,AGAP9 (ENSG00000204172.12),FRMPD2 (ENSG00000170324.21),PR-pEZmVx,ACH-000004,2,89,0.03158513007451438,2,0,0,-/-,-/-,out-of-frame
176,AK3--CARM1P1,AK3 (ENSG00000147853.17),CARM1P1 (.),PR-pEZmVx,ACH-000004,195,2325,3.0795501822651516,104,51,40,-/-,./+,out-of-frame
177,AK3--CARM1P1,AK3 (ENSG00000147853.17),CARM1P1 (ENSG00000227835.8),PR-pEZmVx,ACH-000004,4,2113,0.06317026014902875,1,2,1,-/-,-/+,out-of-frame
178,AKAP8P1--PTPRD,AKAP8P1 (.),PTPRD (ENSG00000153707.18),PR-pEZmVx,ACH-000004,44,1867,0.6948728616393163,7,36,1,./-,-/-,.
179,AP1M2--RALGAPB,RALGAPB (ENSG00000170471.15),AP1M2 (.),PR-pEZmVx,ACH-000004,8,198,0.1263405202980575,8,0,0,+/+,./-,out-of-frame
180,AP1M2--RALGAPB,RALGAPB (ENSG00000170471.15),AP1M2 (ENSG00000129354.12),PR-pEZmVx,ACH-000004,40,419,0.6317026014902876,11,11,18,+/+,-/-,out-of-frame
181,ARHGAP15--TCF7L2,ARHGAP15 (ENSG00000075884.14),TCF7L2 (.),PR-pEZmVx,ACH-000004,19,665,0.30005873570788655,6,3,10,+/+,./+,out-of-frame
182,ATF4--SYNGR1,SYNGR1 (ENSG00000100321.15),ATF4 (ENSG00000128272.17),PR-pEZmVx,ACH-000004,6,8768,0.09475539022354312,1,4,1,+/+,+/+,out-of-frame
183,BMS1--PARG,PARG (ENSG00000227345.9),BMS1 (ENSG00000165733.8),PR-pEZmVx,ACH-000004,10,337,0.1579256503725719,5,0,5,-/-,+/+,in-frame
184,BOLA2B--SMG1P2,BOLA2B (ENSG00000169627.9),SMG1P2 (ENSG00000205534.6),PR-pEZmVx,ACH-000004,6,859,0.09475539022354312,0,1,5,-/-,-/-,out-of-frame
185,C15orf39--C15orf39,C15orf39 (ENSG00000167173.19),C15orf39 (ENSG00000167173.19),PR-pEZmVx,ACH-000004,63,1233,0.9949315973472028,32,31,0,+/+,+/+,in-frame
186,C1QTNF3--LINC02241,LINC02241 (ENSG00000251629.7),C1QTNF3 (ENSG00000082196.21),PR-pEZmVx,ACH-000004,2,116,0.03158513007451438,0,2,0,+/+,-/-,.
187,C20orf203--NOL4L-DT,C20orf203 (ENSG00000198547.10),NOL4L-DT (ENSG00000204393.7),PR-pEZmVx,ACH-000004,40,660,0.6317026014902876,3,37,0,-/-,+/-,.
188,C20orf203--RP11-410N8.3,C20orf203 (ENSG00000198547.10),RP11-410N8.3 (ENSG00000233293.1),PR-pEZmVx,ACH-000004,49,660,0.7738356868256022,3,45,1,-/-,+/-,.
189,C3orf20--FGD5,C3orf20 (ENSG00000131379.10),FGD5 (ENSG00000154783.12),PR-pEZmVx,ACH-000004,4,397,0.06317026014902875,1,3,0,+/+,+/+,out-of-frame
190,C3orf20--LINC02011,C3orf20 (ENSG00000131379.10),LINC02011 (ENSG00000260902.1),PR-pEZmVx,ACH-000004,5,390,0.07896282518628595,1,2,2,+/+,-/+,out-of-frame
191,C3orf20--RP11-95M5.2,C3orf20 (ENSG00000131379.10),RP11-95M5.2 (ENSG00000285969.1),PR-pEZmVx,ACH-000004,5,417,0.07896282518628595,1,1,3,+/+,+/+,out-of-frame
192,CAAP1--MTCO3P30,CAAP1 (ENSG00000120159.13),MTCO3P30 (.),PR-pEZmVx,ACH-000004,5,717,0.07896282518628595,2,2,1,-/-,./+,out-of-frame
193,CATSPERD--ITCH,ITCH (ENSG00000078747.16),CATSPERD (ENSG00000174898.16),PR-pEZmVx,ACH-000004,18,1092,0.28426617067062937,1,0,17,+/+,+/+,.
194,CATSPERD--ITCH,ITCH (ENSG00000078747.16),CATSPERD (ENSG00000174898.16),PR-pEZmVx,ACH-000004,215,2495,3.3954014830102954,54,41,120,+/+,+/+,out-of-frame
195,CATSPERD--RP5-1016A21.1,CATSPERD (ENSG00000174898.16),RP5-1016A21.1 (ENSG00000276627.3),PR-pEZmVx,ACH-000004,83,142,1.3107828980923466,25,43,15,+/+,+/+,out-of-frame
196,CATSPERD--RP5-1016A21.1,CATSPERD (ENSG00000174898.16),RP5-1016A21.1 (ENSG00000276627.3),PR-pEZmVx,ACH-000004,8,177,0.1263405202980575,1,2,5,+/+,+/+,stop-codon
197,CBFA2T3--GALNS,CBFA2T3 (ENSG00000129993.15),GALNS (ENSG00000141012.13),PR-pEZmVx,ACH-000004,773,2906,12.207652773799806,220,225,328,-/-,-/-,in-frame
198,CBFA2T3--GALNS,CBFA2T3 (ENSG00000129993.15),GALNS (ENSG00000141012.13),PR-pEZmVx,ACH-000004,68,1716,1.0738944225334888,7,14,47,-/-,-/-,out-of-frame
199,CDC27--ITGB3,ITGB3 (ENSG00000259207.9),CDC27 (ENSG00000004897.12),PR-pEZmVx,ACH-000004,35,447,0.5527397763040016,17,3,15,+/+,-/+,out-of-frame
200,CDC27--RP11-290H9.2,RP11-290H9.2 (ENSG00000259753.1),CDC27 (ENSG00000004897.12),PR-pEZmVx,ACH-000004,33,447,0.5211546462294872,16,3,14,+/+,-/+,.
201,CDC37--IL27RA,CDC37 (ENSG00000105401.9),IL27RA (ENSG00000104998.4),PR-pEZmVx,ACH-000004,454,4090,7.169824526914764,130,199,125,-/-,+/+,in-frame
202,CDRT4--TVP23B,TVP23B (ENSG00000171928.14),CDRT4 (ENSG00000239704.11),PR-pEZmVx,ACH-000004,2,272,0.03158513007451438,1,0,1,+/+,-/-,out-of-frame
203,CERS3--LRRK1,LRRK1 (ENSG00000154237.13),CERS3 (ENSG00000154227.14),PR-pEZmVx,ACH-000004,10,158,0.1579256503725719,2,3,5,+/+,-/+,out-of-frame
204,CH17-472G23.2--SEC22B3P,CH17-472G23.2 (ENSG00000223804.5),SEC22B3P (ENSG00000275140.1),PR-pEZmVx,ACH-000004,4,190,0.06317026014902875,1,3,0,-/-,-/-,.
205,CH507-528H12.1--DMAC1,DMAC1 (ENSG00000137038.8),CH507-528H12.1 (ENSG00000280441.3),PR-pEZmVx,ACH-000004,10,2131,0.1579256503725719,3,1,6,-/-,+/+,stop-codon
206,COMMD7--RFX2,COMMD7 (ENSG00000149600.12),RFX2 (ENSG00000087903.13),PR-pEZmVx,ACH-000004,5,1177,0.07896282518628595,1,1,3,-/-,-/-,out-of-frame
207,DACH1--DACH1,DACH1 (ENSG00000276644.5),DACH1 (.),PR-pEZmVx,ACH-000004,3,19,0.04737769511177156,1,1,1,-/-,./-,out-of-frame
208,DACH1--OPCML,DACH1 (ENSG00000276644.5),OPCML (ENSG00000183715.14),PR-pEZmVx,ACH-000004,9,67,0.14213308533531469,4,3,2,-/-,-/-,out-of-frame
209,DACH1--PSPC1,PSPC1 (ENSG00000121390.19),DACH1 (ENSG00000276644.5),PR-pEZmVx,ACH-000004,41,1440,0.6474951665275447,9,7,25,-/-,-/-,out-of-frame
210,DDX58--SAXO1,DDX58 (ENSG00000107201.11),SAXO1 (ENSG00000155875.15),PR-pEZmVx,ACH-000004,3,107,0.04737769511177156,2,0,1,-/-,-/+,out-of-frame
211,DMC1--DMC1,DMC1 (ENSG00000100206.10),DMC1 (ENSG00000100206.10),PR-pEZmVx,ACH-000004,3,36,0.04737769511177156,0,2,1,-/.,-/.,.
212,DR1--MTF2,MTF2 (ENSG00000143033.18),DR1 (ENSG00000117505.13),PR-pEZmVx,ACH-000004,192,1315,3.03217248715338,39,70,83,+/+,+/+,in-frame
213,DR1--MTF2,MTF2 (ENSG00000143033.18),DR1 (ENSG00000117505.13),PR-pEZmVx,ACH-000004,50,1414,0.7896282518628593,8,4,38,+/+,+/+,out-of-frame
214,DUX4L35--bP-21264C1.2,bP-21264C1.2 (ENSG00000278932.4),DUX4 (.),PR-pEZmVx,ACH-000004,21,224,0.33164386578240096,12,3,6,+/+,./+,.
215,EFL1--GOLGA6L11P,EFL1 (ENSG00000140598.15),GOLGA6L11P (ENSG00000223698.3),PR-pEZmVx,ACH-000004,4,187,0.06317026014902875,0,4,0,-/-,+/+,out-of-frame
216,FOCAD--RP11-80I3.1,FOCAD (ENSG00000188352.12),RP11-80I3.1 (.),PR-pEZmVx,ACH-000004,49,89,0.7738356868256022,12,19,18,+/+,./-,out-of-frame
217,FREM1--MPDZ,FREM1 (ENSG00000164946.20),MPDZ (ENSG00000107186.17),PR-pEZmVx,ACH-000004,122,1154,1.926692934545377,39,56,27,-/-,-/-,out-of-frame
218,FRG1GP--RP11-717F1.1,RP11-717F1.1 (ENSG00000279669.1),FRG1GP (ENSG00000283023.1),PR-pEZmVx,ACH-000004,70,2944,1.1054795526080032,47,22,1,-/-,+/+,.
219,GPR101--Y_RNA,Y_RNA (.),GPR101 (ENSG00000165370.3),PR-pEZmVx,ACH-000004,2,10,0.03158513007451438,0,1,1,./.,-/.,.
220,GTDC1--ZEB2,GTDC1 (ENSG00000121964.15),ZEB2 (ENSG00000169554.22),PR-pEZmVx,ACH-000004,12,622,0.18951078044708625,1,11,0,-/-,-/-,.
221,HNRNPM--PLAGL2,HNRNPM (ENSG00000099783.12),PLAGL2 (ENSG00000126003.7),PR-pEZmVx,ACH-000004,4,3015,0.06317026014902875,1,1,2,+/+,-/-,out-of-frame
222,HNRNPM--POFUT1,POFUT1 (ENSG00000101346.14),HNRNPM (ENSG00000099783.12),PR-pEZmVx,ACH-000004,28,398,0.44219182104320126,11,7,10,+/+,+/-,out-of-frame
223,IL15--NC_001436.1@HTLV1gp1@1724740,NC_001436.1@HTLV1gp1@1724740 (.),IL15 (ENSG00000164136.17),PR-pEZmVx,ACH-000004,2,3,0.03158513007451438,0,1,1,./+,+/+,.
224,IMP3P1--UHRF2,UHRF2 (ENSG00000147854.17),IMP3P1 (.),PR-pEZmVx,ACH-000004,54,382,0.8527985120118882,12,9,33,+/+,./+,stop-codon
225,ITCH--OR2Z1,ITCH (ENSG00000078747.16),OR2Z1 (.),PR-pEZmVx,ACH-000004,51,822,0.8054208169001166,39,12,0,+/+,./-,out-of-frame
226,ITCH--SLC17A9,ITCH (ENSG00000078747.16),SLC17A9 (ENSG00000101194.18),PR-pEZmVx,ACH-000004,5,856,0.07896282518628595,3,2,0,+/+,+/-,out-of-frame
227,ITGB3--RP5-867C24.4,ITGB3 (ENSG00000259207.9),RP5-867C24.4 (ENSG00000262265.2),PR-pEZmVx,ACH-000004,28,447,0.44219182104320126,17,3,8,+/+,-/+,out-of-frame
228,ITGB3BP--SNHG5,SNHG5 (ENSG00000203875.13),ITGB3BP (ENSG00000142856.17),PR-pEZmVx,ACH-000004,3,24188,0.04737769511177156,0,1,2,-/-,-/-,.
229,LINC01565--LINC01565,LINC01565 (ENSG00000198685.4),LINC01565 (ENSG00000198685.4),PR-pEZmVx,ACH-000004,3,20,0.04737769511177156,2,0,1,-/.,-/.,.
230,LINC02141--RP11-410D17.2,RP11-410D17.2 (.),LINC02141 (ENSG00000261807.2),PR-pEZmVx,ACH-000004,2,10,0.03158513007451438,1,0,1,./.,+/.,.
231,LINC02694--RP11-624L4.1,LINC02694 (ENSG00000175779.4),RP11-624L4.1 (ENSG00000259345.7),PR-pEZmVx,ACH-000004,2,35,0.03158513007451438,1,0,1,+/+,-/+,.
232,LRRK1--RNU6-322P,LRRK1 (ENSG00000154237.13),RNU6-322P (.),PR-pEZmVx,ACH-000004,6,174,0.09475539022354312,5,1,0,+/+,./+,out-of-frame
233,MCOLN2--MCOLN2,MCOLN2 (ENSG00000153898.13),MCOLN2 (ENSG00000153898.13),PR-pEZmVx,ACH-000004,3,108,0.04737769511177156,2,0,1,-/-,-/-,.
234,MIEF1--SYNGR1,SYNGR1 (ENSG00000100321.15),MIEF1 (.),PR-pEZmVx,ACH-000004,10,44,0.1579256503725719,6,4,0,+/+,./+,out-of-frame
235,MIR646HG--PPP1R16B,PPP1R16B (ENSG00000101445.10),MIR646HG (ENSG00000228340.6),PR-pEZmVx,ACH-000004,5,194,0.07896282518628595,1,2,2,+/+,+/+,out-of-frame
236,NOL4L-DT--RP11-503P21.4,RP11-503P21.4 (ENSG00000285382.1),NOL4L-DT (ENSG00000204393.7),PR-pEZmVx,ACH-000004,40,660,0.6317026014902876,3,37,0,-/-,+/-,.
237,OR4K1--OR4K2,OR4K2 (ENSG00000165762.3),OR4K1 (ENSG00000155249.5),PR-pEZmVx,ACH-000004,23,169,0.3632289958569153,4,15,4,+/+,+/+,.
238,PTPRD--ZDHHC21,ZDHHC21 (ENSG00000175893.12),PTPRD (ENSG00000153707.18),PR-pEZmVx,ACH-000004,14,328,0.22109591052160063,5,2,7,-/-,-/+,.
239,RFX2--RP11-503P21.4,RP11-503P21.4 (ENSG00000285382.1),RFX2 (ENSG00000087903.13),PR-pEZmVx,ACH-000004,5,1177,0.07896282518628595,1,1,3,-/-,-/-,out-of-frame
240,RFX2--TRPC4AP,TRPC4AP (ENSG00000100991.12),RFX2 (ENSG00000087903.13),PR-pEZmVx,ACH-000004,15,28,0.2368884755588578,3,0,12,-/-,-/+,.
241,RP11-173M1.4--YWHAE,YWHAE (ENSG00000108953.17),RP11-173M1.4 (.),PR-pEZmVx,ACH-000004,4,3646,0.06317026014902875,0,4,0,-/-,./-,.
242,RP11-205M20.8--SAXO1,RP11-205M20.8 (ENSG00000288684.1),SAXO1 (ENSG00000155875.15),PR-pEZmVx,ACH-000004,3,107,0.04737769511177156,2,0,1,-/-,-/+,out-of-frame
243,RP11-290H9.2--RP5-867C24.4,RP11-290H9.2 (ENSG00000259753.1),RP5-867C24.4 (ENSG00000262265.2),PR-pEZmVx,ACH-000004,27,447,0.4263992560059441,16,3,8,+/+,-/+,.
244,RP11-410N8.3--RP11-503P21.4,RP11-503P21.4 (ENSG00000285382.1),RP11-410N8.3 (ENSG00000233293.1),PR-pEZmVx,ACH-000004,49,660,0.7738356868256022,3,45,1,-/-,+/-,.
245,TRPC4AP--TTI1,TTI1 (ENSG00000101407.13),TRPC4AP (.),PR-pEZmVx,ACH-000004,12,189,0.18951078044708625,11,1,0,-/-,./-,out-of-frame
246,TRPC4AP--TTI1,TTI1 (ENSG00000101407.13),TRPC4AP (ENSG00000100991.12),PR-pEZmVx,ACH-000004,28,1078,0.44219182104320126,11,11,6,-/-,-/-,out-of-frame
247,AC013271.7--GCC2-AS1,GCC2-AS1 (ENSG00000214184.3),AC013271.7 (ENSG00000284337.1),PR-y0OM3W,ACH-000005,2,55,0.028867240254881566,0,1,1,-/+,+/+,.
248,ACSBG2--TRPC4AP,TRPC4AP (ENSG00000100991.12),ACSBG2 (ENSG00000130377.14),PR-y0OM3W,ACH-000005,483,1742,6.971438521553898,109,111,263,-/-,+/+,in-frame
249,ACSBG2--TRPC4AP,TRPC4AP (ENSG00000100991.12),ACSBG2 (ENSG00000130377.14),PR-y0OM3W,ACH-000005,363,2107,5.239404106261004,83,113,167,-/-,+/+,out-of-frame
250,AGAP10P--BMS1P1,AGAP10P (ENSG00000230869.1),BMS1P1 (ENSG00000204177.10),PR-y0OM3W,ACH-000005,3,69,0.04330086038232235,0,1,2,+/.,+/.,.
251,AGAP4--FRMPD2,AGAP4 (ENSG00000188234.14),FRMPD2 (ENSG00000170324.21),PR-y0OM3W,ACH-000005,6,54,0.0866017207646447,1,0,5,-/-,-/-,out-of-frame
252,AK3--CARM1P1,AK3 (ENSG00000147853.17),CARM1P1 (.),PR-y0OM3W,ACH-000005,133,1725,1.9196714769496241,34,44,55,-/-,./+,out-of-frame
253,AK3--CARM1P1,AK3 (ENSG00000147853.17),CARM1P1 (ENSG00000227835.8),PR-y0OM3W,ACH-000005,4,1504,0.05773448050976313,0,1,3,-/-,-/+,out-of-frame
254,AKAP8P1--PTPRD,AKAP8P1 (.),PTPRD (ENSG00000153707.18),PR-y0OM3W,ACH-000005,15,443,0.21650430191161174,2,1,12,./-,-/-,.
255,AP1M2--RALGAPB,RALGAPB (ENSG00000170471.15),AP1M2 (.),PR-y0OM3W,ACH-000005,10,312,0.14433620127440783,10,0,0,+/+,./-,out-of-frame
256,AP1M2--RALGAPB,RALGAPB (ENSG00000170471.15),AP1M2 (ENSG00000129354.12),PR-y0OM3W,ACH-000005,43,645,0.6206456654799537,6,13,24,+/+,-/-,out-of-frame
257,AP1M2--RALGAPB,RALGAPB (ENSG00000170471.15),AP1M2 (ENSG00000129354.12),PR-y0OM3W,ACH-000005,4,341,0.05773448050976313,0,1,3,+/+,-/-,stop-codon
258,ARHGAP11B--OTUD7A,ARHGAP11B (ENSG00000285077.2),OTUD7A (ENSG00000169918.10),PR-y0OM3W,ACH-000005,10,242,0.14433620127440783,1,1,8,+/+,-/-,.
259,ARHGAP15--TCF7L2,ARHGAP15 (ENSG00000075884.14),TCF7L2 (.),PR-y0OM3W,ACH-000005,8,816,0.11546896101952626,3,3,2,+/+,./+,out-of-frame
260,BMS1--PARG,PARG (ENSG00000227345.9),BMS1 (ENSG00000165733.8),PR-y0OM3W,ACH-000005,21,780,0.3031060226762564,9,1,11,-/-,+/+,.
261,BMS1P1--PARG,PARG (ENSG00000227345.9),BMS1P1 (ENSG00000204177.10),PR-y0OM3W,ACH-000005,5,308,0.07216810063720391,0,1,4,-/-,+/+,out-of-frame
262,C15orf39--C15orf39,C15orf39 (ENSG00000167173.19),C15orf39 (ENSG00000167173.19),PR-y0OM3W,ACH-000005,87,1353,1.255724951087348,43,44,0,+/+,+/+,in-frame
263,C1QTNF3--LINC02241,LINC02241 (ENSG00000251629.7),C1QTNF3 (ENSG00000082196.21),PR-y0OM3W,ACH-000005,3,76,0.04330086038232235,0,3,0,+/+,-/-,.
264,C20orf203--RP11-410N8.3,C20orf203 (ENSG00000198547.10),RP11-410N8.3 (ENSG00000233293.1),PR-y0OM3W,ACH-000005,32,558,0.46187584407810506,0,31,1,-/-,+/-,.
265,CATSPERD--ITCH,ITCH (ENSG00000078747.16),CATSPERD (ENSG00000174898.16),PR-y0OM3W,ACH-000005,91,992,1.3134594315971113,31,25,35,+/+,+/+,out-of-frame
266,CATSPERD--RP5-1016A21.1,CATSPERD (ENSG00000174898.16),RP5-1016A21.1 (ENSG00000276627.3),PR-y0OM3W,ACH-000005,99,167,1.4289283926166374,40,29,30,+/+,+/+,out-of-frame
267,CATSPERD--RP5-1016A21.1,CATSPERD (ENSG00000174898.16),RP5-1016A21.1 (ENSG00000276627.3),PR-y0OM3W,ACH-000005,16,224,0.23093792203905253,1,4,11,+/+,+/+,stop-codon
268,CBFA2T3--GALNS,CBFA2T3 (ENSG00000129993.15),GALNS (ENSG00000141012.13),PR-y0OM3W,ACH-000005,24,251,0.3464068830585788,8,6,10,-/-,-/-,in-frame
269,CDC37--IL27RA,CDC37 (ENSG00000105401.9),IL27RA (ENSG00000104998.4),PR-y0OM3W,ACH-000005,714,13514,10.30560477099272,200,210,304,-/-,+/+,in-frame
270,CENPL--RN7SKP160,RN7SKP160 (.),CENPL (ENSG00000120334.16),PR-y0OM3W,ACH-000005,4,193,0.05773448050976313,2,1,1,./.,-/.,.
271,CH17-189H20.1--SEC22B3P,CH17-189H20.1 (ENSG00000274265.5),SEC22B3P (ENSG00000275140.1),PR-y0OM3W,ACH-000005,12,292,0.1732034415292894,0,2,10,+/+,-/-,.
272,CH507-513H4.1--SNHG14,SNHG14 (ENSG00000224078.15),CH507-513H4.1 (ENSG00000278996.1),PR-y0OM3W,ACH-000005,5,393,0.07216810063720391,0,5,0,+/-,+/+,.
273,CH507-513H4.1--SNHG29,SNHG29 (ENSG00000175061.18),CH507-513H4.1 (ENSG00000278996.1),PR-y0OM3W,ACH-000005,4,9805,0.05773448050976313,0,4,0,+/+,+/+,.
274,CH507-528H12.1--DMAC1,DMAC1 (ENSG00000137038.8),CH507-528H12.1 (ENSG00000280441.3),PR-y0OM3W,ACH-000005,14,1907,0.20207068178417095,2,3,9,-/-,+/+,.
275,CPSF6--RRP15,CPSF6 (ENSG00000111605.18),RRP15 (ENSG00000067533.6),PR-y0OM3W,ACH-000005,3,2121,0.04330086038232235,1,0,2,+/+,+/+,stop-codon
276,CTA-385F2.1--GSDME,CTA-385F2.1 (ENSG00000287093.1),GSDME (ENSG00000105928.16),PR-y0OM3W,ACH-000005,10,294,0.14433620127440783,2,1,7,-/-,-/-,.
277,CTC-329H14.1--RACK1,RACK1 (ENSG00000204628.12),CTC-329H14.1 (ENSG00000249921.2),PR-y0OM3W,ACH-000005,4,12284,0.05773448050976313,4,0,0,-/-,+/-,out-of-frame
278,DACH1--PSPC1,PSPC1 (ENSG00000121390.19),DACH1 (ENSG00000276644.5),PR-y0OM3W,ACH-000005,63,2059,0.9093180680287694,17,6,40,-/-,-/-,out-of-frame
279,DDX58--SAXO1,DDX58 (ENSG00000107201.11),SAXO1 (ENSG00000155875.15),PR-y0OM3W,ACH-000005,6,117,0.0866017207646447,3,0,3,-/-,-/+,out-of-frame
