seq_depth	seq_id	gene_fusion	Tool_Breakpoint	Distance_from_Simulated_Breakpoint	Algorithm	values_vector	Breakpoint_number
10GB	90%	ENSG00000213983:ENSG00000126777	FSB1	-662	FusionSeeker	-662	Breakpoint_1
10GB	90%	ENSG00000213983:ENSG00000126777	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	90%	ENSG00000213983:ENSG00000126777	JB1	-661	JAFFAL	-661	Breakpoint_1
10GB	90%	ENSG00000213983:ENSG00000126777	JB2	1	JAFFAL	1	Breakpoint_2
10GB	90%	ENSG00000264569:ENSG00000169733	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	90%	ENSG00000264569:ENSG00000169733	FSB2	3438	FusionSeeker	3438	Breakpoint_2
10GB	90%	ENSG00000288769:ENSG00000111907	FSB1	-42	FusionSeeker	-42	Breakpoint_1
10GB	90%	ENSG00000288769:ENSG00000111907	FSB2	2	FusionSeeker	2	Breakpoint_2
10GB	90%	ENSG00000288769:ENSG00000111907	CTATLRB1	1	CTAT-LR-Fusion	1	Breakpoint_1
10GB	90%	ENSG00000288769:ENSG00000111907	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
10GB	90%	ENSG00000269692:ENSG00000273994	FSB1	0	FusionSeeker	0	Breakpoint_1
10GB	90%	ENSG00000269692:ENSG00000273994	FSB2	283	FusionSeeker	283	Breakpoint_2
10GB	90%	ENSG00000125898:ENSG00000234948	FSB1	0	FusionSeeker	0	Breakpoint_1
10GB	90%	ENSG00000125898:ENSG00000234948	FSB2	1	FusionSeeker	1	Breakpoint_2
10GB	90%	ENSG00000125898:ENSG00000234948	JB1	-2	JAFFAL	-2	Breakpoint_1
10GB	90%	ENSG00000125898:ENSG00000234948	JB2	1	JAFFAL	1	Breakpoint_2
10GB	90%	ENSG00000125898:ENSG00000234948	CTATLRB1	-2	CTAT-LR-Fusion	-2	Breakpoint_1
10GB	90%	ENSG00000125898:ENSG00000234948	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
10GB	90%	ENSG00000244754:ENSG00000233124	FSB1	-3051	FusionSeeker	-3051	Breakpoint_1
10GB	90%	ENSG00000244754:ENSG00000233124	FSB2	4143	FusionSeeker	4143	Breakpoint_2
10GB	90%	ENSG00000244754:ENSG00000233124	CTATLRB1	-3080	CTAT-LR-Fusion	-3080	Breakpoint_1
10GB	90%	ENSG00000244754:ENSG00000233124	CTATLRB2	4150	CTAT-LR-Fusion	4150	Breakpoint_2
10GB	90%	ENSG00000095303:ENSG00000233616	FSB1	-5	FusionSeeker	-5	Breakpoint_1
10GB	90%	ENSG00000095303:ENSG00000233616	FSB2	260	FusionSeeker	260	Breakpoint_2
10GB	90%	ENSG00000095303:ENSG00000233616	JB1	-8	JAFFAL	-8	Breakpoint_1
10GB	90%	ENSG00000095303:ENSG00000233616	JB2	263	JAFFAL	263	Breakpoint_2
10GB	90%	ENSG00000095303:ENSG00000233616	CTATLRB1	-4	CTAT-LR-Fusion	-4	Breakpoint_1
10GB	90%	ENSG00000095303:ENSG00000233616	CTATLRB2	262	CTAT-LR-Fusion	262	Breakpoint_2
10GB	90%	ENSG00000108312:ENSG00000260793	FSB1	-254	FusionSeeker	-254	Breakpoint_1
10GB	90%	ENSG00000108312:ENSG00000260793	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	90%	ENSG00000108312:ENSG00000260793	CTATLRB1	-1897	CTAT-LR-Fusion	-1897	Breakpoint_1
10GB	90%	ENSG00000108312:ENSG00000260793	CTATLRB2	0	CTAT-LR-Fusion	0	Breakpoint_2
10GB	90%	ENSG00000143891:ENSG00000132300	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	90%	ENSG00000143891:ENSG00000132300	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	90%	ENSG00000143891:ENSG00000132300	CTATLRB1	-1	CTAT-LR-Fusion	-1	Breakpoint_1
10GB	90%	ENSG00000143891:ENSG00000132300	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
10GB	90%	ENSG00000223631:ENSG00000284659	FSB1	-2113	FusionSeeker	-2113	Breakpoint_1
10GB	90%	ENSG00000223631:ENSG00000284659	FSB2	105	FusionSeeker	105	Breakpoint_2
10GB	90%	ENSG00000223631:ENSG00000284659	GB1	-4222	Genion	-4222	Breakpoint_1
10GB	90%	ENSG00000223631:ENSG00000284659	GB2	8	Genion	8	Breakpoint_2
10GB	90%	ENSG00000223631:ENSG00000284659	CTATLRB1	-2112	CTAT-LR-Fusion	-2112	Breakpoint_1
10GB	90%	ENSG00000223631:ENSG00000284659	CTATLRB2	113	CTAT-LR-Fusion	113	Breakpoint_2
10GB	90%	ENSG00000148604:ENSG00000100811	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	90%	ENSG00000148604:ENSG00000100811	FSB2	2	FusionSeeker	2	Breakpoint_2
10GB	90%	ENSG00000148604:ENSG00000100811	JB1	-7	JAFFAL	-7	Breakpoint_1
10GB	90%	ENSG00000148604:ENSG00000100811	JB2	4	JAFFAL	4	Breakpoint_2
10GB	90%	ENSG00000148604:ENSG00000100811	CTATLRB1	-5	CTAT-LR-Fusion	-5	Breakpoint_1
10GB	90%	ENSG00000148604:ENSG00000100811	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
10GB	90%	ENSG00000148604:ENSG00000100811	CTATLRB1	-2	CTAT-LR-Fusion	-2	Breakpoint_1
10GB	90%	ENSG00000105339:ENSG00000022567	FSB1	0	FusionSeeker	0	Breakpoint_1
10GB	90%	ENSG00000105339:ENSG00000022567	FSB2	5389	FusionSeeker	5389	Breakpoint_2
10GB	90%	ENSG00000105339:ENSG00000022567	JB1	-2	JAFFAL	-2	Breakpoint_1
10GB	90%	ENSG00000105339:ENSG00000022567	JB2	5388	JAFFAL	5388	Breakpoint_2
10GB	90%	ENSG00000105339:ENSG00000022567	CTATLRB1	-1	CTAT-LR-Fusion	-1	Breakpoint_1
10GB	90%	ENSG00000105339:ENSG00000022567	CTATLRB2	5389	CTAT-LR-Fusion	5389	Breakpoint_2
10GB	90%	ENSG00000069329:ENSG00000253327	FSB1	-6271	FusionSeeker	-6271	Breakpoint_1
10GB	90%	ENSG00000069329:ENSG00000253327	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	90%	ENSG00000228570:ENSG00000167258	JB1	0	JAFFAL	0	Breakpoint_1
10GB	90%	ENSG00000228570:ENSG00000167258	JB2	1	JAFFAL	1	Breakpoint_2
10GB	90%	ENSG00000108604:ENSG00000240280	FSB1	-594	FusionSeeker	-594	Breakpoint_1
10GB	90%	ENSG00000108604:ENSG00000240280	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	90%	ENSG00000095981:ENSG00000164627	FSB1	-3353	FusionSeeker	-3353	Breakpoint_1
10GB	90%	ENSG00000095981:ENSG00000164627	FSB2	6556	FusionSeeker	6556	Breakpoint_2
10GB	90%	ENSG00000095981:ENSG00000164627	CTATLRB1	-5620	CTAT-LR-Fusion	-5620	Breakpoint_1
10GB	90%	ENSG00000095981:ENSG00000164627	CTATLRB2	6780	CTAT-LR-Fusion	6780	Breakpoint_2
10GB	90%	ENSG00000283294:ENSG00000224367	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	90%	ENSG00000283294:ENSG00000224367	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	90%	ENSG00000283294:ENSG00000224367	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
10GB	90%	ENSG00000283294:ENSG00000224367	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
10GB	90%	ENSG00000237558:ENSG00000291031	FSB1	-7	FusionSeeker	-7	Breakpoint_1
10GB	90%	ENSG00000237558:ENSG00000291031	FSB2	150	FusionSeeker	150	Breakpoint_2
10GB	90%	ENSG00000237558:ENSG00000291031	CTATLRB1	-1	CTAT-LR-Fusion	-1	Breakpoint_1
10GB	90%	ENSG00000237558:ENSG00000291031	CTATLRB2	159	CTAT-LR-Fusion	159	Breakpoint_2
10GB	90%	ENSG00000149657:ENSG00000101182	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	90%	ENSG00000149657:ENSG00000101182	FSB2	216	FusionSeeker	216	Breakpoint_2
10GB	90%	ENSG00000149657:ENSG00000101182	CTATLRB1	5	CTAT-LR-Fusion	5	Breakpoint_1
10GB	90%	ENSG00000149657:ENSG00000101182	CTATLRB2	215	CTAT-LR-Fusion	215	Breakpoint_2
10GB	90%	ENSG00000113494:ENSG00000198917	FSB1	-157	FusionSeeker	-157	Breakpoint_1
10GB	90%	ENSG00000113494:ENSG00000198917	FSB2	1094	FusionSeeker	1094	Breakpoint_2
10GB	95%	ENSG00000196935:ENSG00000283625	FSB1	3	FusionSeeker	3	Breakpoint_1
10GB	95%	ENSG00000196935:ENSG00000283625	FSB2	752	FusionSeeker	752	Breakpoint_2
10GB	95%	ENSG00000149273:ENSG00000262898	FSB1	-757	FusionSeeker	-757	Breakpoint_1
10GB	95%	ENSG00000149273:ENSG00000262898	FSB2	-3	FusionSeeker	-3	Breakpoint_2
10GB	95%	ENSG00000149273:ENSG00000262898	CTATLRB1	-758	CTAT-LR-Fusion	-758	Breakpoint_1
10GB	95%	ENSG00000149273:ENSG00000262898	CTATLRB2	-13	CTAT-LR-Fusion	-13	Breakpoint_2
10GB	95%	ENSG00000182621:ENSG00000124155	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	95%	ENSG00000182621:ENSG00000124155	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	95%	ENSG00000182621:ENSG00000124155	JB1	0	JAFFAL	0	Breakpoint_1
10GB	95%	ENSG00000182621:ENSG00000124155	JB2	1	JAFFAL	1	Breakpoint_2
10GB	95%	ENSG00000182621:ENSG00000124155	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
10GB	95%	ENSG00000182621:ENSG00000124155	CTATLRB2	0	CTAT-LR-Fusion	0	Breakpoint_2
10GB	95%	ENSG00000162882:ENSG00000288886	FSB1	-9180	FusionSeeker	-9180	Breakpoint_1
10GB	95%	ENSG00000162882:ENSG00000288886	FSB2	-2	FusionSeeker	-2	Breakpoint_2
10GB	95%	ENSG00000147434:ENSG00000164953	FSB1	-361	FusionSeeker	-361	Breakpoint_1
10GB	95%	ENSG00000147434:ENSG00000164953	FSB2	-14	FusionSeeker	-14	Breakpoint_2
10GB	95%	ENSG00000147434:ENSG00000164953	JB1	-353	JAFFAL	-353	Breakpoint_1
10GB	95%	ENSG00000147434:ENSG00000164953	JB2	0	JAFFAL	0	Breakpoint_2
10GB	95%	ENSG00000147434:ENSG00000164953	CTATLRB1	-353	CTAT-LR-Fusion	-353	Breakpoint_1
10GB	95%	ENSG00000147434:ENSG00000164953	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
10GB	95%	ENSG00000009830:ENSG00000087258	FSB1	-1562	FusionSeeker	-1562	Breakpoint_1
10GB	95%	ENSG00000009830:ENSG00000087258	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	95%	ENSG00000009830:ENSG00000087258	LB1	-1562	LongGF	-1562	Breakpoint_1
10GB	95%	ENSG00000009830:ENSG00000087258	LB2	-1	LongGF	-1	Breakpoint_2
10GB	95%	ENSG00000009830:ENSG00000087258	JB1	-1562	JAFFAL	-1562	Breakpoint_1
10GB	95%	ENSG00000009830:ENSG00000087258	JB2	0	JAFFAL	0	Breakpoint_2
10GB	95%	ENSG00000009830:ENSG00000087258	CTATLRB1	-1564	CTAT-LR-Fusion	-1564	Breakpoint_1
10GB	95%	ENSG00000009830:ENSG00000087258	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
10GB	95%	ENSG00000132122:ENSG00000179082	FSB1	-4184	FusionSeeker	-4184	Breakpoint_1
10GB	95%	ENSG00000132122:ENSG00000179082	FSB2	-2	FusionSeeker	-2	Breakpoint_2
10GB	95%	ENSG00000132122:ENSG00000179082	CTATLRB1	-4189	CTAT-LR-Fusion	-4189	Breakpoint_1
10GB	95%	ENSG00000132122:ENSG00000179082	CTATLRB2	-16	CTAT-LR-Fusion	-16	Breakpoint_2
10GB	95%	ENSG00000152223:ENSG00000152229	FSB1	-14825	FusionSeeker	-14825	Breakpoint_1
10GB	95%	ENSG00000152223:ENSG00000152229	FSB2	1912	FusionSeeker	1912	Breakpoint_2
10GB	95%	ENSG00000152223:ENSG00000152229	CTATLRB1	-14824	CTAT-LR-Fusion	-14824	Breakpoint_1
10GB	95%	ENSG00000152223:ENSG00000152229	CTATLRB2	1913	CTAT-LR-Fusion	1913	Breakpoint_2
10GB	95%	ENSG00000215124:ENSG00000225102	FSB1	-1152	FusionSeeker	-1152	Breakpoint_1
10GB	95%	ENSG00000215124:ENSG00000225102	FSB2	1698	FusionSeeker	1698	Breakpoint_2
10GB	95%	ENSG00000215124:ENSG00000225102	CTATLRB1	-1151	CTAT-LR-Fusion	-1151	Breakpoint_1
10GB	95%	ENSG00000215124:ENSG00000225102	CTATLRB2	1699	CTAT-LR-Fusion	1699	Breakpoint_2
10GB	95%	ENSG00000157916:ENSG00000205835	FSB1	5	FusionSeeker	5	Breakpoint_1
10GB	95%	ENSG00000157916:ENSG00000205835	FSB2	3176	FusionSeeker	3176	Breakpoint_2
10GB	95%	ENSG00000157916:ENSG00000205835	LB1	5	LongGF	5	Breakpoint_1
10GB	95%	ENSG00000157916:ENSG00000205835	LB2	3176	LongGF	3176	Breakpoint_2
10GB	95%	ENSG00000157916:ENSG00000205835	JB1	0	JAFFAL	0	Breakpoint_1
10GB	95%	ENSG00000157916:ENSG00000205835	JB2	3170	JAFFAL	3170	Breakpoint_2
10GB	95%	ENSG00000157916:ENSG00000205835	CTATLRB1	5	CTAT-LR-Fusion	5	Breakpoint_1
10GB	95%	ENSG00000157916:ENSG00000205835	CTATLRB2	3177	CTAT-LR-Fusion	3177	Breakpoint_2
10GB	95%	ENSG00000291093:ENSG00000096746	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	95%	ENSG00000291093:ENSG00000096746	FSB2	-2	FusionSeeker	-2	Breakpoint_2
10GB	95%	ENSG00000291093:ENSG00000096746	CTATLRB1	-1	CTAT-LR-Fusion	-1	Breakpoint_1
10GB	95%	ENSG00000291093:ENSG00000096746	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
10GB	95%	ENSG00000074219:ENSG00000236172	FSB1	-2545	FusionSeeker	-2545	Breakpoint_1
10GB	95%	ENSG00000074219:ENSG00000236172	FSB2	1071	FusionSeeker	1071	Breakpoint_2
10GB	95%	ENSG00000161513:ENSG00000172782	FSB1	-6509	FusionSeeker	-6509	Breakpoint_1
10GB	95%	ENSG00000161513:ENSG00000172782	FSB2	5337	FusionSeeker	5337	Breakpoint_2
10GB	95%	ENSG00000161513:ENSG00000172782	CTATLRB1	-6546	CTAT-LR-Fusion	-6546	Breakpoint_1
10GB	95%	ENSG00000161513:ENSG00000172782	CTATLRB2	5954	CTAT-LR-Fusion	5954	Breakpoint_2
10GB	95%	ENSG00000161513:ENSG00000172782	CTATLRB1	-6824	CTAT-LR-Fusion	-6824	Breakpoint_1
10GB	95%	ENSG00000161513:ENSG00000172782	CTATLRB2	5338	CTAT-LR-Fusion	5338	Breakpoint_2
10GB	95%	ENSG00000131037:ENSG00000125503	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	95%	ENSG00000131037:ENSG00000125503	FSB2	641	FusionSeeker	641	Breakpoint_2
10GB	95%	ENSG00000131037:ENSG00000125503	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
10GB	95%	ENSG00000131037:ENSG00000125503	CTATLRB2	643	CTAT-LR-Fusion	643	Breakpoint_2
10GB	95%	ENSG00000229606:ENSG00000289577	FSB1	0	FusionSeeker	0	Breakpoint_1
10GB	95%	ENSG00000229606:ENSG00000289577	FSB2	2876	FusionSeeker	2876	Breakpoint_2
10GB	95%	ENSG00000229606:ENSG00000289577	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
10GB	95%	ENSG00000229606:ENSG00000289577	CTATLRB2	2877	CTAT-LR-Fusion	2877	Breakpoint_2
10GB	95%	ENSG00000166348:ENSG00000165868	FSB1	-30006	FusionSeeker	-30006	Breakpoint_1
10GB	95%	ENSG00000166348:ENSG00000165868	FSB2	173	FusionSeeker	173	Breakpoint_2
10GB	95%	ENSG00000166348:ENSG00000165868	CTATLRB1	-30040	CTAT-LR-Fusion	-30040	Breakpoint_1
10GB	95%	ENSG00000166348:ENSG00000165868	CTATLRB2	4295	CTAT-LR-Fusion	4295	Breakpoint_2
10GB	95%	ENSG00000117758:ENSG00000159176	FSB1	0	FusionSeeker	0	Breakpoint_1
10GB	95%	ENSG00000117758:ENSG00000159176	FSB2	1255	FusionSeeker	1255	Breakpoint_2
10GB	95%	ENSG00000117758:ENSG00000159176	LB1	0	LongGF	0	Breakpoint_1
10GB	95%	ENSG00000117758:ENSG00000159176	LB2	1255	LongGF	1255	Breakpoint_2
10GB	95%	ENSG00000117758:ENSG00000159176	JB1	-1	JAFFAL	-1	Breakpoint_1
10GB	95%	ENSG00000117758:ENSG00000159176	JB2	1255	JAFFAL	1255	Breakpoint_2
10GB	95%	ENSG00000117758:ENSG00000159176	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
10GB	95%	ENSG00000117758:ENSG00000159176	CTATLRB2	1256	CTAT-LR-Fusion	1256	Breakpoint_2
10GB	95%	ENSG00000225676:ENSG00000136861	FSB1	-142	FusionSeeker	-142	Breakpoint_1
10GB	95%	ENSG00000225676:ENSG00000136861	FSB2	5756	FusionSeeker	5756	Breakpoint_2
10GB	95%	ENSG00000225676:ENSG00000136861	JB1	-138	JAFFAL	-138	Breakpoint_1
10GB	95%	ENSG00000225676:ENSG00000136861	JB2	395	JAFFAL	395	Breakpoint_2
10GB	95%	ENSG00000180304:ENSG00000105856	FSB1	-12679	FusionSeeker	-12679	Breakpoint_1
10GB	95%	ENSG00000180304:ENSG00000105856	FSB2	-2	FusionSeeker	-2	Breakpoint_2
10GB	95%	ENSG00000148362:ENSG00000169583	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	95%	ENSG00000148362:ENSG00000169583	FSB2	496	FusionSeeker	496	Breakpoint_2
10GB	95%	ENSG00000148362:ENSG00000169583	LB1	-1	LongGF	-1	Breakpoint_1
10GB	95%	ENSG00000148362:ENSG00000169583	LB2	230	LongGF	230	Breakpoint_2
10GB	95%	ENSG00000148362:ENSG00000169583	CTATLRB1	-1	CTAT-LR-Fusion	-1	Breakpoint_1
10GB	95%	ENSG00000148362:ENSG00000169583	CTATLRB2	496	CTAT-LR-Fusion	496	Breakpoint_2
10GB	95%	ENSG00000108094:ENSG00000085788	FSB1	-264	FusionSeeker	-264	Breakpoint_1
10GB	95%	ENSG00000108094:ENSG00000085788	FSB2	-2	FusionSeeker	-2	Breakpoint_2
10GB	95%	ENSG00000108094:ENSG00000085788	JB1	-262	JAFFAL	-262	Breakpoint_1
10GB	95%	ENSG00000108094:ENSG00000085788	JB2	-1	JAFFAL	-1	Breakpoint_2
10GB	95%	ENSG00000108094:ENSG00000085788	FSB1	-3945	FusionSeeker	-3945	Breakpoint_1
10GB	95%	ENSG00000135241:ENSG00000225612	FSB1	-123	FusionSeeker	-123	Breakpoint_1
10GB	95%	ENSG00000135241:ENSG00000225612	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	95%	ENSG00000135241:ENSG00000225612	JB1	-120	JAFFAL	-120	Breakpoint_1
10GB	95%	ENSG00000135241:ENSG00000225612	JB2	1	JAFFAL	1	Breakpoint_2
10GB	95%	ENSG00000135241:ENSG00000225612	CTATLRB1	-23660	CTAT-LR-Fusion	-23660	Breakpoint_1
10GB	95%	ENSG00000135241:ENSG00000225612	CTATLRB2	-128	CTAT-LR-Fusion	-128	Breakpoint_2
10GB	95%	ENSG00000185664:ENSG00000251584	FSB1	-4691	FusionSeeker	-4691	Breakpoint_1
10GB	95%	ENSG00000185664:ENSG00000251584	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	95%	ENSG00000185664:ENSG00000251584	CTATLRB1	-4714	CTAT-LR-Fusion	-4714	Breakpoint_1
10GB	95%	ENSG00000185664:ENSG00000251584	CTATLRB2	-24	CTAT-LR-Fusion	-24	Breakpoint_2
10GB	95%	ENSG00000103415:ENSG00000103160	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	95%	ENSG00000103415:ENSG00000103160	FSB2	1245	FusionSeeker	1245	Breakpoint_2
10GB	95%	ENSG00000103415:ENSG00000103160	JB1	-2	JAFFAL	-2	Breakpoint_1
10GB	95%	ENSG00000103415:ENSG00000103160	JB2	1245	JAFFAL	1245	Breakpoint_2
10GB	95%	ENSG00000103415:ENSG00000103160	CTATLRB1	-1226	CTAT-LR-Fusion	-1226	Breakpoint_1
10GB	95%	ENSG00000103415:ENSG00000103160	CTATLRB2	1267	CTAT-LR-Fusion	1267	Breakpoint_2
10GB	95%	ENSG00000206384:ENSG00000196455	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	95%	ENSG00000206384:ENSG00000196455	FSB2	7483	FusionSeeker	7483	Breakpoint_2
10GB	95%	ENSG00000206384:ENSG00000196455	FSB2	5445	FusionSeeker	5445	Breakpoint_2
10GB	95%	ENSG00000206384:ENSG00000196455	FSB2	1785	FusionSeeker	1785	Breakpoint_2
10GB	95%	ENSG00000114638:ENSG00000121578	FSB1	0	FusionSeeker	0	Breakpoint_1
10GB	95%	ENSG00000114638:ENSG00000121578	FSB2	947	FusionSeeker	947	Breakpoint_2
10GB	95%	ENSG00000114638:ENSG00000121578	LB1	-1	LongGF	-1	Breakpoint_1
10GB	95%	ENSG00000114638:ENSG00000121578	LB2	946	LongGF	946	Breakpoint_2
10GB	95%	ENSG00000114638:ENSG00000121578	JB1	-1	JAFFAL	-1	Breakpoint_1
10GB	95%	ENSG00000114638:ENSG00000121578	JB2	947	JAFFAL	947	Breakpoint_2
10GB	95%	ENSG00000114638:ENSG00000121578	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
10GB	95%	ENSG00000114638:ENSG00000121578	CTATLRB2	948	CTAT-LR-Fusion	948	Breakpoint_2
10GB	95%	ENSG00000197872:ENSG00000150722	FSB1	-41964	FusionSeeker	-41964	Breakpoint_1
10GB	95%	ENSG00000197872:ENSG00000150722	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	95%	ENSG00000197872:ENSG00000150722	CTATLRB1	-42899	CTAT-LR-Fusion	-42899	Breakpoint_1
10GB	95%	ENSG00000197872:ENSG00000150722	CTATLRB2	-117	CTAT-LR-Fusion	-117	Breakpoint_2
10GB	95%	ENSG00000260830:ENSG00000100461	FSB1	0	FusionSeeker	0	Breakpoint_1
10GB	95%	ENSG00000260830:ENSG00000100461	FSB2	13942	FusionSeeker	13942	Breakpoint_2
10GB	95%	ENSG00000260830:ENSG00000100461	JB1	0	JAFFAL	0	Breakpoint_1
10GB	95%	ENSG00000260830:ENSG00000100461	JB2	83	JAFFAL	83	Breakpoint_2
10GB	95%	ENSG00000090565:ENSG00000167207	FSB1	3	FusionSeeker	3	Breakpoint_1
10GB	95%	ENSG00000090565:ENSG00000167207	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	95%	ENSG00000090565:ENSG00000167207	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
10GB	95%	ENSG00000090565:ENSG00000167207	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
10GB	95%	ENSG00000167588:ENSG00000110887	FSB1	-232	FusionSeeker	-232	Breakpoint_1
10GB	95%	ENSG00000167588:ENSG00000110887	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	95%	ENSG00000167588:ENSG00000110887	CTATLRB1	-231	CTAT-LR-Fusion	-231	Breakpoint_1
10GB	95%	ENSG00000167588:ENSG00000110887	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
10GB	95%	ENSG00000235162:ENSG00000286520	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	95%	ENSG00000235162:ENSG00000286520	FSB2	1551	FusionSeeker	1551	Breakpoint_2
10GB	95%	ENSG00000235162:ENSG00000286520	JB1	0	JAFFAL	0	Breakpoint_1
10GB	95%	ENSG00000235162:ENSG00000286520	JB2	1343	JAFFAL	1343	Breakpoint_2
10GB	95%	ENSG00000235162:ENSG00000286520	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
10GB	95%	ENSG00000235162:ENSG00000286520	CTATLRB2	1344	CTAT-LR-Fusion	1344	Breakpoint_2
10GB	95%	ENSG00000213983:ENSG00000126777	FSB1	-662	FusionSeeker	-662	Breakpoint_1
10GB	95%	ENSG00000213983:ENSG00000126777	FSB2	-1	FusionSeeker	-1	Breakpoint_2
10GB	95%	ENSG00000213983:ENSG00000126777	JB1	-662	JAFFAL	-662	Breakpoint_1
10GB	95%	ENSG00000213983:ENSG00000126777	JB2	-1	JAFFAL	-1	Breakpoint_2
10GB	95%	ENSG00000213983:ENSG00000126777	CTATLRB1	-662	CTAT-LR-Fusion	-662	Breakpoint_1
10GB	95%	ENSG00000213983:ENSG00000126777	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
10GB	95%	ENSG00000264569:ENSG00000169733	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	95%	ENSG00000264569:ENSG00000169733	FSB2	3438	FusionSeeker	3438	Breakpoint_2
10GB	95%	ENSG00000264569:ENSG00000169733	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
10GB	95%	ENSG00000264569:ENSG00000169733	CTATLRB2	1213	CTAT-LR-Fusion	1213	Breakpoint_2
10GB	95%	ENSG00000288769:ENSG00000111907	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	95%	ENSG00000288769:ENSG00000111907	FSB2	0	FusionSeeker	0	Breakpoint_2
10GB	95%	ENSG00000288769:ENSG00000111907	JB1	-7	JAFFAL	-7	Breakpoint_1
10GB	95%	ENSG00000288769:ENSG00000111907	JB2	1	JAFFAL	1	Breakpoint_2
10GB	95%	ENSG00000269692:ENSG00000273994	FSB1	0	FusionSeeker	0	Breakpoint_1
10GB	95%	ENSG00000269692:ENSG00000273994	FSB2	283	FusionSeeker	283	Breakpoint_2
10GB	95%	ENSG00000244754:ENSG00000233124	FSB1	-3051	FusionSeeker	-3051	Breakpoint_1
10GB	95%	ENSG00000244754:ENSG00000233124	FSB2	4149	FusionSeeker	4149	Breakpoint_2
10GB	95%	ENSG00000244754:ENSG00000233124	CTATLRB1	-3080	CTAT-LR-Fusion	-3080	Breakpoint_1
10GB	95%	ENSG00000244754:ENSG00000233124	CTATLRB2	4150	CTAT-LR-Fusion	4150	Breakpoint_2
10GB	95%	ENSG00000095303:ENSG00000233616	FSB1	-1	FusionSeeker	-1	Breakpoint_1
10GB	95%	ENSG00000095303:ENSG00000233616	FSB2	258	FusionSeeker	258	Breakpoint_2
10GB	95%	ENSG00000095303:ENSG00000233616	JB1	-6	JAFFAL	-6	Breakpoint_1
10GB	95%	ENSG00000095303:ENSG00000233616	JB2	253	JAFFAL	253	Breakpoint_2
10GB	95%	ENSG00000095303:ENSG00000233616	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
10GB	95%	ENSG00000095303:ENSG00000233616	CTATLRB2	262	CTAT-LR-Fusion	262	Breakpoint_2
10GB	95%	ENSG00000108312:ENSG00000260793	FSB1	-254	FusionSeeker	-254	Breakpoint_1
10GB	95%	ENSG00000108312:ENSG00000260793	FSB2	-1	FusionSeeker	-1	Breakpoint_2
